wmo_id,parameter,before,after,timestamp,flag,after_45,after_alt_2
96291,CLOUD_BASE_M_H,2700.0,9999,2016-11-10 09:00:00,0,,
96291,CLOUD_PEAK_M,0.0,9999,2013-11-28 09:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2013-11-28 10:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2014-03-25 08:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2014-09-13 10:00:00,0,,
96291,CLOUD_PEAK_M,0.0,9999,2014-09-13 11:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2014-10-02 00:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2014-10-08 11:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2014-11-15 11:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2015-12-06 00:00:00,2,,
96291,CLOUD_PEAK_M,0.0,9999,2016-05-08 08:00:00,2,,
96291,CLOUD_PEAK_M,4.0,9999,2016-12-21 01:00:00,2,,
96291,CLOUD_PEAK_M,1.0,9999,2023-09-10 06:00:00,0,,
96291,CLOUD_PEAK_M,1.0,9999,2023-11-17 00:00:00,2,,
96291,CLOUD_MED_HEIGHT_M,15.0,9999,2014-01-02 07:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,480.0,9999,2014-01-02 08:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 04:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 05:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 06:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 07:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 08:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 09:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 10:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-02-01 11:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,30000.0,9999,2014-09-12 04:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-10-07 00:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,0.0,9999,2014-10-07 01:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,470.0,9999,2015-04-14 02:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,510.0,9999,2015-11-13 10:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,480.0,9999,2015-12-13 10:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,300.0,9999,2016-02-08 07:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,450.0,9999,2016-03-14 00:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,300.0,9999,2016-12-12 03:00:00,0,,
96291,CLOUD_MED_HEIGHT_M,300.0,9999,2017-01-16 05:00:00,0,,
